id,name,big_sort,small_sort,address,latitude,longitude,cluster,tags,star_info,star_rating,review_sample,wordcloud
122,National Museum of Modern and Contemporary Art Seoul,Museums,,"30, Samcheong-ro, Jongno-gu, Seoul 03062 South Korea",37.5773616,126.976684,1.0,"[""Korean War"", ""Japanese Occupation"", ""a few hours"", ""walk around""]","{""5"":46.0,""4"":43.0,""3"":10.0,""2"":1.0,""1"":0.0,""avg"":4.34,""count"":81.0}",0.87,"{""neg"": [""There is no standing collection and when we went the temporary exhibitions were extremely sparse and underwhelming - just one work worth seeing, and room after corridor after atrium of empty space"", ""The building and the surrounding are interesting enough to give the museum a try even if the collection/ installations are of unequal interest""], ""pos"": [""The repurposed ship's hull at the entrance is intriguing and inviting, and the gift shops full of well-designed traditional and modern goods are good hunting ground for souvenirs"", ""I've never experienced that my whole life travelling around the world""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1828>
123,Seokchon Lake,Nature & Parks,,,37.5521432,126.92297099999999,3.0,"[""cherry blossom"", ""crowded"", ""walk around""]","{""5"":69.0,""4"":31.0,""1"":0.0,""2"":0.0,""3"":0.0,""avg"":4.68,""count"":35.0}",0.94,"{""neg"": [""There was nothing to do, but good to take a walk quietly"", ""Very crowded and better to come earlier"", ""21 ) This lake was small size and located beside Lotte World area""], ""pos"": [""This park is a must to visit in Spring!It is accessible by train, we alighted the station near the Lotte World Mall and had our lunch first"", ""Our group enjoyed taking photos and having a comfortable stroll on the nice, wide walking paths around the lake"", ""Great views of Lotte Tower, the 5th highest building in the world and very nice to stroll around""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE17B8>
124,National Palace Museum of Korea,Museums,,,37.5719364,126.98422099999999,1.0,"[""free guided tour"",""English"",""a few hours"", ""free entry""]","{""4"":45.0,""5"":41.0,""3"":10.0,""2"":2.0,""1"":1.0,""avg"":4.19,""count"":86.0}",0.84,"{""neg"": [""Beware the gift shops, all of the museum souvenirs are either incredibly cheap and awful or so expensive it will take your breath away, with almost nothing in the middle range""], ""pos"": [""The museum was divided into different states of the dynasty from Architecture, science, royal childbirth, royal life up to the last Korean empire"", ""Fine museum focused on every aspect of life for Korean royalties, lots of interesting objects all displayed and explained clearly in multiple languages"", ""We arrived here in cold winter and the snow is everywhere outside, making a beautiful snow scene""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1748>
125,Hongdae Art Market Free Market,Shopping,,"19-3, Wausan-ro 21-gil, Mapo-gu, Seoul 04041 South Korea",37.5648174,127.00071000000001,1.0,"[""crowded"", ""restaurants"", ""walk around""]","{""5"":51.0,""4"":31.0,""3"":15.0,""1"":2.0,""2"":1.0,""avg"":4.27,""count"":96.0}",0.85,"{""neg"": ["" People called it the children\u2019s park, but it seemed too small for a children\u2019s park and there was nothing for children to play on""], ""pos"": [""Of course, souvenirs are available as well"", ""U will find so many singers in middle playing guitars and singing in English or Korean "", ""I had a blast and I really enjoyed the performances!Great place to visit on a weekend night as the atmosphere is very lively""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE16D8>
126,Poopoo Land,Museums,,,37.5591786,126.97766899999999,1.0,"[""restaurants"", ""a few hours"", ""reasonable"", ""crowded"", ""easy to navigate""]","{""5"":38.0,""4"":32.0,""3"":24.0,""1"":6.0,""2"":0.0,""avg"":3.95,""count"":34.0}",0.79,"{""neg"": [""My family went thinking the place would be fun and break from all the historical sites but was disappointed how short and dull it was"", ""I personally find it interesting and humorous, this place is small and activities are short and you will be done in 15mins""], ""pos"": [""There were maybe 3-4 photo worthy spots for laughs without any educational benefit"", ""They also give you coins that you can throw in a poop wishing well at the end, google translate had us giggling at our fortune""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1668>
127,Jungbu Market,Shopping,,,37.5666459,126.90438400000001,3.0,"[""traditional market""]",,0.0,"{""neg"": [], ""pos"": [""But, it also has various street foods and other products"", ""I went early on a Saturday morning (8:30am) and it was perfect as the stalls were all freshly laid out and heaped with interesting things to see and photograph"", ""Just a 2 minute walk from Exit 6 or 7 of Euljiro4-ga Subway Station on Green Line 2""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE15F8>
128,Seoullo 7017,Nature & Parks,,,37.5663797,126.97771499999999,1.0,"[""walk around"", ""great view"", ""restaurants"", ""nature""]","{""4"":49.0,""5"":31.0,""3"":15.0,""2"":4.0,""1"":1.0,""avg"":4.05,""count"":74.0}",0.81,"{""neg"": [""Good idea, kinda ok execution, the plants are pretty, but it's way too short and the f&b facilities are overpriced"", ""Don't waste your time It\u2019s a bit like the NY Highline except more concrete"", ""There was a Light Festival during Winter to compensate the lack of plants, I suppose""], ""pos"": [""Enjoyed the stroll and talk there amidst the pace of this city"", ""At that time the sun was just setting and we could have a beautiful sight of the setting sun"", ""There are multiple beautifully painted pianos which you can play on""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1588>
129,Seoul World Cup Stadium,Sights & Landmarks,,,37.507329399999996,127.047152,2.0,"[""English"", ""easy to navigate""]","{""4"":39.0,""5"":30.0,""3"":27.0,""2"":4.0,""1"":0.0,""avg"":3.95,""count"":56.0}",0.79,"{""neg"": [""This is probably more interesting if you are a big soccer fan, but just looking at a big stadium does not hold a lot of appeal for me"", ""The stadium itself was closed unfortunately as was the fan shop for FC Seoul""], ""pos"": [""They have great parks and the close by sky park and han river is near as well"", ""Atmosphere outside and around was great, despite the team was underperforming""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1518>
130,Seoul City Hall,Sights & Landmarks,,,37.571619,126.97675,1.0,"[""a few hours"", ""walk around""]","{""4"":44.0,""5"":32.0,""3"":24.0,""1"":1.0,""2"":0.0,""avg"":4.09,""count"":155.0}",0.82,"{""neg"": [""Its lower part, which I could see clearly, however, needs to have brown leaves removed"", ""You could just as well look at a photo, nothing to do there, but look at the odd shaped building and hear the story of why it is that way""], ""pos"": [""There is also good music playing in the background making the experience truly memorable"", ""It became a habit, tradition, passion to voice loud what people wanted to be heard"", ""It's very picturesque!A truly wonderful peice of architecture Its location to downtown is perfect""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE14A8>
131,Seolleung & Jeongneung Royal Tomb,Sights & Landmarks,,,37.507329399999996,127.04715279999999,3.0,"[""reasonable"", ""walk around"", ""nature"", ""a few hours"", ""cherry blossom"", ""easy to navigate""]","{""4"":46.0,""5"":32.0,""3"":18.0,""2"":4.0,""1"":0.0,""avg"":4.06,""count"":56.0}",0.81,"{""neg"": [""After paying the admission fee of KRW1,000, do get a map that'll explain the sites to see before wandering off"", ""Good for walks and somewhat of an escape from concrete structures (even though they're in the background) given that lush greenery conquers the space""], ""pos"": [""Each royal burial mound has a fence around it so you can't get really close but the statues and mounds are visible enough"", ""If you have enjoyed learning about the Joseon dynasty in Seoul's museums and palaces, the tombs will be an enjoyable addition to your itinerary""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1438>
132,Gwanghwamun Square,Sights & Landmarks,,,37.5649903,126.98136000000001,1.0,"[""restaurants"", ""walk around"", ""great view""]","{""4"":51.0,""5"":31.0,""3"":17.0,""2"":1.0,""1"":0.0,""avg"":4.11,""count"":298.0}",0.82,"{""neg"": [""Saw a North Korean group dance which looked more like an Irish Jig expect the participants were in traditional Korean clothing"", ""it is a quite bizarre view The concrete median features statues of a king and a general""], ""pos"": [""The first time I visited, there was 3 \"" snow and walking up the metro steps and see this status with the palace behind was one of the most wonderful sights you can see"", ""It has some big sculptures of remarkable Korean personalities, but its main interest is the good picture opportunities that offers you, with the Palace and the mountains behind"", ""We discovered a museum underneath this statue of King Sejong the Great - it had a wonderful section on the Hangul writing system and the inventions of King Sejong""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE13C8>
133,Times Square Mall,Shopping,,"Seoul-si Yeongdeungpo-gu Yeongdeungpodong4-ga 441-10, Seoul South Korea",37.532065,126.99710400000001,0.0,"[""restaurants"", ""a few hours""]","{""4"":47.0,""5"":34.0,""3"":17.0,""1"":1.0,""2"":0.0,""avg"":4.09,""count"":70.0}",0.82,"{""neg"": [""There\u2019s a Shinsegae store and the usual cast of mall shops in the Times Square proper but i found some neat shops in the large underground shopping complex"", ""I like that place cause it has some unusual goods which can not be found shopping mall elsewhere"", ""One is closed to connection way to subway, another one is on the basement of a mall, one is located near cinemas""], ""pos"": [""Parking is free for first 30 minues, but it could rise up to ~15,000 won if you plan to stay there for 3-4 hours"", ""Leave the station through lotte department store and cross the street and walk straight for another 200m, turn left and walk for about 150m to arrive at times square"", ""Good for getting some walking in on a cold windy weekend day""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1358>
134,Lotte Department Store Main,Shopping,,"81, Namdaemun-ro, Jung-gu, Seoul 04533 South Korea",37.5970377,126.984121,1.0,"[""a few hours"", ""expensive"", ""crowded"", ""restaurants""]","{""4"":47.0,""5"":24.0,""3"":16.0,""2"":7.0,""1"":5.0,""avg"":3.75,""count"":190.0}",0.75,"{""neg"": [""It was a nice looking department store, but if you have the opportunity to shop elsewhere on holidays like Europe, UK, Australia, then wait till then for better shopping choices and prices"", ""The duty free shop on top floors were replaced by visitors from China rather than Japanese tourist as before""], ""pos"": [""You can directly access the subway #2 line at Euljiro 1-ga but this is the loop line"", ""The Mall is huge really huge with a lot of visitor""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE12E8>
135,Seoul Central Mosque,Sights & Landmarks,,,37.51946470000001,126.93983200000001,3.0,"[""restaurants"", ""great view"", ""night view"", ""easy to navigate""]","{""5"":63.0,""4"":30.0,""3"":7.0,""1"":0.0,""2"":0.0,""avg"":4.55,""count"":67.0}",0.91,"{""neg"": [""The sight of the minarets at the top of the hill gave me two very different feelings"", ""It is located in Itaewon district so, expect a short uphill journey from the train station to the mosque""], ""pos"": [""The first was delight at seeing something so welcoming among the endless skyline of Christian crosses topping the churches of South Korea"", ""If are a Muslim in particular,and you are in Seoul, never miss the opportunity to visit and perform solah at Seoul Central Mosque""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1278>
136,Samcheonggak,Sights & Landmarks,,"3, Daesagwan-ro, Seongbuk-gu, Seoul 02822 South Korea",37.564262899999996,126.974675,1.0,"[""crowded"", ""expensive"", ""a few hours"", ""great view"", ""walk around"", ""mountain"", ""shuttle bus"", ""reasonable""]",,0.0,"{""neg"": [""Having the scallops & shrimp in pine nut dressing served before we even finished our salad compounded to the negatives"", ""I saw free car parking there though I did not drive My Korean customer invited me there for a dinner meeting"", ""My Korean customer invited me there for a dinner meeting""], ""pos"": [""Take the opportunity to enjoy it if you are in the city!"", ""We had a excellent food, I was extremely satisfied""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1208>
137,63 City,Sights & Landmarks,,,37.561898299999996,126.98528,1.0,"[""great view"", ""night view"", ""expensive"", ""restaurants"", ""shuttle bus""]","{""4"":42.0,""3"":32.0,""5"":22.0,""1"":3.0,""2"":3.0,""avg"":3.82,""count"":79.0}",0.76,"{""neg"": [""I would go with tempered expectations just because of smog and occasional dirty windows"", ""The 63 Building also called 63 City is really the Hanhwa Building""], ""pos"": [""This building has an observatory deck which is also an art gallery, Sea World Aquarium, Wax Museum, and IMAX Theater"", ""The exterior elevators are quite thrilling for one with a great respect for heights""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1198>
138,Dongdaemun History & Culture Park,Nature & Parks,,,37.5101935,127.058582,2.0,"[""a few hours"", ""walk around"", ""restaurants""]","{""4"":50.0,""5"":41.0,""3"":9.0,""1"":0.0,""2"":0.0,""avg"":4.32,""count"":66.0}",0.86,"{""neg"": [""unfortunately still under construction but the layout from outside look like the building is futuristic design Architecture is interesting and worth seeing"", ""The building was/is controversial because it was built over an old stadium with a former flea market, but it's design is still impressive regardless"", ""Its free and costs nothing""], ""pos"": [""A modern park that has been designed and built in a very modern forward thinking idea""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1128>
139,Stylenanda Pink Hotel Flagship Store,Shopping,,,37.5718407,126.98720800000001,1.0,"[""expensive"", ""easy to navigate"", ""crowded""]","{""5"":46.0,""4"":33.0,""3"":17.0,""1"":4.0,""2"":0.0,""avg"":4.17,""count"":24.0}",0.83,"{""neg"": [""Drinks was ok""], ""pos"": [""Overall, it's a cool hangout spot and great for taking pictures"", ""Their merchandise ranging from cosmetics, toiletries to fashionable clothes, jeans are all placed on each floor & blends well with that particular concept of that floor""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE10B8>
141,Alive Museum Insadong,Museums,,"12, Insadong-gil, Jongno-gu Daeil Bldg. B1F & B2F, Seoul 03163 South Korea",37.5769232,127.0043,1.0,"[""a few hours"", ""crowded""]","{""4"":42.0,""5"":32.0,""3"":17.0,""2"":10.0,""1"":0.0,""avg"":3.99,""count"":84.0}",0.8,"{""neg"": [""We went to this attraction in Insadong expecting an activity which would appeal to the 8 and 11-year old in our group"", ""it's a bit weird and confused"", ""The art pieces are somehow limited in comparison to the museums in other countries""], ""pos"": [""The museum is at the same place as the 'Dynamic Maze', so its a good idea to do both activities on the same day, as you can buy a package deal and get discount"", ""We thoroughly enjoyed taking pictures in all the sets especially the ones in the dark room"", ""I've been there with friends when I went to Seoul on early of August, me and friends had a very great funny times and memories when we were playing around with 3D artworks there""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1048>
142,Seoul International Fireworks Festival,Events,,"330 Yeouidong-ro,Yeongdeungpo-gu Yeouido Hangang Park, Seoul 07337 South Korea",37.566534999999995,126.97796899999999,1.0,[],,0.0,"{""neg"": [""!Great food and tons of cheap ballooons/glowsticks and junk your kids will beg you for."", ""This isn't just another fireworks festival."", ""), but Spain's was great and Korea's-- I didn't know where to look, there was so much going on at once!"", ""Canada's show was just OK (sorry Canada!""], ""pos"": [""You'll love it.The atmosphere is really lively too."", ""You must visit this fireworks festival because it's so wonderful, amazing, and beautiful.""]}",
143,Ihwa Mural Village,Sights & Landmarks,,,37.5704151,127.008951,1.0,"[""a few hours"", ""walk around"", ""restaurants"", ""great view"", ""easy to navigate""]","{""4"":46.0,""5"":32.0,""3"":16.0,""1"":3.0,""2"":3.0,""avg"":4.01,""count"":139.0}",0.8,"{""neg"": [""Some of the locals were fed up with the visitors so they painted over the more famous murals, Some of them are very childish and obviously painted by amateurs"", ""Unfortunately, they were gone as we think the local people painted over them (so that outsiders would not come?)"", ""The neighborhood is full of murals (some are actually found on steps of stairs or on the ground, rather than on actual walls)""], ""pos"": [""We were lucky that the weather was so nice, sunny day????!The location is convenient""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1F28>
144,Sinchon,Sights & Landmarks,,,37.572525399999996,126.975642,1.0,"[""restaurants"", ""walk around"", ""expensive"", ""reasonable""]","{""4"":57.0,""5"":34.0,""3"":8.0,""1"":2.0,""2"":0.0,""avg"":4.23,""count"":53.0}",0.85,"{""neg"": [""Sinchon is a good, not great  area for nightlife but not much else although its convenient to walk to the university area or other areas you maybe interested in"", ""The european architecture of Ehwa university against the autumn leaves backdrop was a really beautiful sight"", ""Sinchon is compact and an young person haven, a university town sort of""], ""pos"": [""We booked an airbnb guesthouse si I stayed for 8 days"", ""You may find great curry restaurant , shopping cosmetics and clothes ""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB13240>
145,Dongdaemun Shopping Complex,Shopping,,"289-3 Jongno 6-ga, Jongno-gu, Seoul South Korea",37.5775971,126.988432,1.0,"[""reasonable"", ""restaurants"", ""expensive"", ""walk around"", ""easy to navigate""]","{""4"":36.0,""3"":31.0,""5"":23.0,""2"":5.0,""1"":4.0,""avg"":3.66,""count"":183.0}",0.73,"{""neg"": [""There are a lot of shopping complex around DDM, but most of them sell similar things and is more expensive than Myeongdong, I wonder how they got their reputation of \""budget/ wholesale\"" outlet"", ""He said 40000 won but he will do it for 30000 so we said ok since it is cold and we just wanna go to sleep""], ""pos"": [""u can buy good quality clothes etc whole day ( i go there with my freind at 4 am !!)u can ask for discount, but some shop had fixed price"", ""Most stall keepers are friendly and helpful and understand simple English/Japanese/Chinese"", ""As amazed as we are seeing people still really DOING shopping at 3 am and it is busy despite it is an early morning of working weekdays""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1EF0>
146,Statue of Sejong the Great,Sights & Landmarks,,,37.4984887,126.860153,3.0,"[""easy to navigate""]","{""4"":45.0,""3"":27.0,""5"":27.0,""2"":1.0,""1"":0.0,""avg"":3.98,""count"":164.0}",0.8,"{""neg"": [""The statue itself, one of two in the square, is large and impressive and worth taking a pic"", ""King Sejong is credited with being the creator of the Korean alphabet, Hangeul"", ""There is a small museum under the statue but it doesn't have too much information in english, so I would say it is not a must (if you don't speak Korean :))""], ""pos"": [""Interesting story behind the Korean writing and how it was started"", ""Very impressive statue and a beautiful place for photographs This is an important figure in Korean History- gracing the square and the korean won""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1E48>
147,Arario Museum in Space,Museums,,"83, Yulgok-ro, Jongno-gu, Seoul 03058 South Korea",37.5677844,126.82668500000001,3.0,"[""crowded"", ""easy to navigate""]","{""5"":65.0,""4"":26.0,""2"":4.0,""3"":4.0,""1"":0.0,""avg"":4.49,""count"":23.0}",0.9,"{""neg"": [""There is also  traditional hank that doubles up as a coffee lounge""], ""pos"": [""In particular, the Kohei Nawa pieces (the video piece in particular) are phenomenal"", ""Visited alone one morning, the whole experience, from the audio guide to the artworks themselves was really great"", ""We only had time for one art museum in Seoul and we're so glad we chose this!Truly unique experience, we loved every minute of it""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1E80>
148,Seoul Arts Center,Museums,,,37.556204799999996,126.9056,3.0,"[""restaurants"", ""a few hours"", ""shuttle bus"", ""easy to navigate""]","{""5"":51.0,""4"":38.0,""3"":6.0,""1"":3.0,""2"":1.0,""avg"":4.3,""count"":115.0}",0.86,"{""neg"": [""This venue is primarily for events and would not necessarily be a destination to visit if there were no event you were going to attend"", ""I understand if you do not have English for temporary exhibits, but there is no excuse for not at least having an English audio guide or even one single pamphlet in English"", ""It was a collection of prints (as opposed to real paintings) by Klimt""], ""pos"": [""Get a glass of the house red at the small wine shop in the lobby and thoroughly enjoy my time there"", ""They are able to get great exhibition curated for people in Seoul, so it is always the best""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AAE1E10>
149,Noryangjin Fisheries Wholesale Market,Shopping,,,37.5738329,126.97811000000002,1.0,"[""expensive"", ""fish market"", ""walk around"", ""restaurants""]","{""4"":36.0,""5"":27.0,""3"":20.0,""1"":11.0,""2"":6.0,""avg"":3.62,""count"":298.0}",0.72,"{""neg"": [""the gallery are stacked with rubbish and being a wet market perhaps the grot is to be expected"", ""Am unsure if we got scammed slightly by the Chinese vendor"", ""We were told 3000 won \u201csitting\u201d fee for head and 8000 won for cooking king Crab if weight more than one kg""], ""pos"": [""Nice place to visit if you want to see all possible things that live in the world ocean""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31550>
150,Gocheok Sky Dome,Sights & Landmarks,,,37.5054942,127.00671000000001,0.0,"[""crowded"", ""restaurants"", ""easy to navigate""]","{""5"":44.0,""4"":36.0,""3"":20.0,""1"":0.0,""2"":0.0,""avg"":4.24,""count"":25.0}",0.85,"{""neg"": [""Only 1 merchandise location outside the stadium so shop before or after the game"", ""Love the performance overall is worth the money and time to come here""], ""pos"": [""No rap music to suffer through, but fans know their chants and fully support their teams"", ""No 7th inning stretch or kiss cam, but they had cheerleaders and contests, and even an American player on the winning team""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB315F8>
151,Seoul Botanical Garden,Nature & Parks,,,37.5953632,127.052761,1.0,"[""crowded"", ""easy to navigate""]",,0.0,"{""neg"": [""Currently, they allow a free temporary visit for limited facilities"", ""Many facilities were still under preparation when we visited"", ""Prior to that, it opened to the public on Oct 11, 2018""], ""pos"": [""- Good to enjoy cherry blossoms and fall foliages"", ""Good to visit for families and couples"", ""There's a huge I Seoul U sign near the pond""]}",
152,Mangwon Market,Shopping,,,37.5408693,127.06601299999998,2.0,"[""traditional market"", ""a few hours"", ""easy to navigate""]",,0.0,"{""neg"": [""This market has delicious food for much better prices"", ""- This is quite away from other touristic areas""], ""pos"": [""There is even an Isaac's Toast without the busy line"", ""Much better choice for those serious about the food scene!Much better choice for those serious about the food scene!""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31F60>
153,National Museum of Korean Contemporary History,Museums,,,37.5958179,127.103245,2.0,"[""a few hours"", ""Japanese Occupation"", ""Korean War"", ""great view"", ""easy to navigate""]","{""4"":46.0,""5"":43.0,""3"":8.0,""1"":2.0,""2"":2.0,""avg"":4.29,""count"":61.0}",0.86,"{""neg"": [""I\u2019m also sorry that I don\u2019t agree with other reviewers who gave it high grades causing me to visit"", ""I had a limited amount of time so I had to skip the exhibits about the most recent times""], ""pos"": [""For example, 6 lines of Korean text is translated to 5 words in English"", ""Korea improved after the Korean War and you can see several Korean vehicles displayed along with household and electronic goods"", ""The view from the rooftop garden is perfect for seeing the castle and cathing the city's vibe""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31C18>
154,Express Bus Terminal Shopping Center,Shopping,,,37.524936700000005,126.925284,3.0,"[""reasonable"", ""restaurants"", ""a few hours""]","{""5"":49.0,""4"":32.0,""3"":20.0,""1"":0.0,""2"":0.0,""avg"":4.33,""count"":41.0}",0.87,"{""neg"": [""Another downside is that it was a little crowded (even on a Wednesday) and do expect some pushing and shoving from other customers"", ""Quite overpriced for frozen microwaved mandus""], ""pos"": [""The area is mostly full of ladies stuffs and other home decorations, accessories etc"", ""I did some souvenir and gift shopping last weekend when the rain was pouring down and i didn\u2019t wanna stay in my flat all day""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31B00>
155,Kyunghee University Seoul Campus,Sights & Landmarks,,,37.566534999999995,126.97796899999999,1.0,"[""cherry blossom"", ""walk around"", ""restaurants"", ""shuttle bus"", ""crowded""]",,0.0,"{""neg"": [""Overall, the campus is ok"", ""Bulidings are little old and the campus is little dirty too"", ""There are two floors, first floor bigger with a stage in the front middle, second floor half size the first floor""], ""pos"": [""You can see korean uni life style it was quiet nice experience"", ""You should come around early of April (may be early of 2nd week) to see the full bloom"", ""I wet to this university on weekend ,there were not many people here just some pre-college students like me""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB318D0>
156,Common Ground,Shopping,,,37.572525399999996,126.975642,1.0,"[""walk around"", ""restaurants"", ""expensive"", ""a few hours""]","{""4"":44.0,""3"":35.0,""5"":16.0,""2"":3.0,""1"":2.0,""avg"":3.68,""count"":96.0}",0.74,"{""neg"": [""Using containers as buding blocks for a shopping and chilling spot, it gives a modern with a funky twist which makes this place stood out from any other place in Seoul"", ""If you have never seen how cool retailers can make boring shipping containers interesting, then you need to come and check this out"", ""If you're up for an indie-esque kind of photos, this place will provide the exact ground (pun intended) to explore the simple yet aesthetically minimalist shots""], ""pos"": [""The external structure of the building itself is eye-catching because it is build with shipping containers"", ""There was an awesome dj downstairs dancing and playing American music, mixing from different decades""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB316A0>
157,Yongma Land,Water & Amusement Parks,,,37.6001521,126.993426,1.0,"[""a few hours"", ""easy to navigate""]",,0.0,"{""neg"": [""We boarded the bus to Yongma Park entrance and then took the rest of the way by foot"", ""But it is good to pack snacks with you as there are no vending machines inside""], ""pos"": [""If you have a soft spot for abandoned places- Yongma Land can be the highlight of your Seoul trip"", ""This is a great and quirky little break away from the hustle and bustle of the city and perfect for unique photographs""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31470>
158,IFC Mall,Shopping,,,37.5112348,127.098027,2.0,"[""restaurants"", ""walk around"", ""a few hours""]","{""4"":48.0,""5"":28.0,""3"":22.0,""2"":2.0,""1"":0.0,""avg"":4.02,""count"":58.0}",0.8,"{""neg"": [""Only Drawback is they dont have a Currency Exchage counter hence before you go enchash the currency in a nearby bank"", ""The collection of stores is fine -- nothing to write home about, and the mall isn't overly huge"", ""Indeed, you'll certainly see a lot fewer foreigners in such a place than you will at one of the city's numerous palaces or tourist hotspots""], ""pos"": [""Great transit connections, too"", ""I'd recommend IFC Mall for some inexpensive retail therapy on a rainy or snowy day"", ""Located a stones throw from Conrad in Yeuido and close to the IFC business centre, it offers travelers lot of options to shop, eat and unwind""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31240>
159,SRT,Transportation,,,37.555042,126.96953300000001,1.0,"[""expensive"", ""a few hours"", ""crowded""]",,0.0,"{""neg"": [], ""pos"": [""The counter staffs can speak English so no need worry about language barrier"", ""The good thing about SRT is that they are always on time, in the off chance they aren\u2019t the platform has digital readout a that let you know how far behind"", ""2:15 hours!There is no way flight can ever compete!The ease and comfort is amazing!From city to city in two hours - wish er had that kind of High speed option back home""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31748>
160,Statue of Admiral Yi Sun-Sin,Sights & Landmarks,,,37.492994,127.11232,2.0,"[""mountain"", ""walk around""]","{""4"":56.0,""5"":22.0,""3"":20.0,""2"":1.0,""1"":0.0,""avg"":3.96,""count"":98.0}",0.79,"{""neg"": [""I had never heard of this famous 16th-century Korean admiral until I visited Gwanghwamum Plaza, where his bronze statue anchors its southern end"", ""Just by standing next to this statue I can get a feeling of all the important historical events that it has witnessed""], ""pos"": [""It's always fascinating to remember where it's all started"", ""One of the Admiral's greatest achievements was bringing back turtle ships into use and improving the design and function"", ""As far as the \""tent city\"" is concerned, there was a ferry disaster in 2014 in which 304 passengers, most of which were high school students, died""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31780>
161,Korea Furniture Museum,Museums,,,37.586755,127.000355,1.0,"[""nature"", ""English"", ""a few hours"", ""expensive""]","{""5"":76.0,""3"":12.0,""4"":12.0,""1"":0.0,""2"":0.0,""avg"":4.64,""count"":25.0}",0.93,"{""neg"": [""The collection of ancient furniture was surprisingly small; our guide mentioned that most furniture were destroyed when their owner died which would have been a reason why the collection wasn't large"", ""We are lead downstairs to furniture museum where the collection is described to us: construction materials, purpose and age"", ""This museum has potential but I felt like I wanted more""], ""pos"": [""The building and wooden furniture were beautiful to discover, but I feel that the entrance fee of 20000 won was expensive for an one hour tour"", ""The flawless English-speaking guide is well versed in the history of the royal dynasty and explains and answers all questions with ease""]}",<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=500x500 at 0x1994AB31828>
